,Reporter Countries,Partner Countries,Element,Year Code,Value
41985,Australia,El Salvador,Import Quantity,2016,2334.0
42038,Australia,Equatorial Guinea,Import Quantity,2016,1.0
42118,Australia,Estonia,Import Quantity,2016,394.0
42210,Australia,Eswatini,Import Quantity,2016,964.0
42293,Australia,Ethiopia,Import Quantity,2016,3857.0
42476,Australia,Fiji,Import Quantity,2016,8398.0
42595,Australia,Finland,Import Quantity,2016,5013.0
42715,Australia,France,Import Quantity,2016,116180.0
42849,Australia,French Polynesia,Import Quantity,2016,41.0
43037,Australia,Georgia,Import Quantity,2016,663.0
43132,Australia,Germany,Import Quantity,2016,111347.0
43239,Australia,Ghana,Import Quantity,2016,1416.0
43369,Australia,Greece,Import Quantity,2016,35207.0
43452,Australia,Grenada,Import Quantity,2016,13.0
43633,Australia,Guatemala,Import Quantity,2016,1930.0
43710,Australia,Guinea,Import Quantity,2016,39.0
43794,Australia,Guyana,Import Quantity,2016,51.0
43938,Australia,Honduras,Import Quantity,2016,3357.0
44053,Australia,Hungary,Import Quantity,2016,6361.0
44161,Australia,Iceland,Import Quantity,2016,227.0
44269,Australia,India,Import Quantity,2016,122764.0
44389,Australia,Indonesia,Import Quantity,2016,106731.0
44508,Australia,Iran (Islamic Republic of),Import Quantity,2016,10317.0
44703,Australia,Ireland,Import Quantity,2016,24930.0
44823,Australia,Israel,Import Quantity,2016,7093.0
44943,Australia,Italy,Import Quantity,2016,346542.0
45063,Australia,Jamaica,Import Quantity,2016,698.0
45183,Australia,Japan,Import Quantity,2016,48934.0
45299,Australia,Jordan,Import Quantity,2016,1111.0
45465,Australia,Kenya,Import Quantity,2016,1463.0
45656,Australia,Kuwait,Import Quantity,2016,123.0
45701,Australia,Kyrgyzstan,Import Quantity,2016,1.0
45790,Australia,Lao People's Democratic Republic,Import Quantity,2016,88.0
45880,Australia,Latvia,Import Quantity,2016,746.0
45991,Australia,Lebanon,Import Quantity,2016,7190.0
46104,Australia,Liberia,Import Quantity,2016,62.0
46243,Australia,Lithuania,Import Quantity,2016,713.0
46286,Australia,Luxembourg,Import Quantity,2016,144.0
46383,Australia,Madagascar,Import Quantity,2016,100.0
46497,Australia,Malawi,Import Quantity,2016,12.0
46617,Australia,Malaysia,Import Quantity,2016,335568.0
46788,Australia,Mali,Import Quantity,2016,83.0
46896,Australia,Malta,Import Quantity,2016,111.0
46982,Australia,Marshall Islands,Import Quantity,2016,792.0
47156,Australia,Mauritius,Import Quantity,2016,412.0
47276,Australia,Mexico,Import Quantity,2016,211007.0
47433,Australia,Montenegro,Import Quantity,2016,80.0
47550,Australia,Morocco,Import Quantity,2016,2631.0
47774,Australia,Myanmar,Import Quantity,2016,1591.0
47870,Australia,Namibia,Import Quantity,2016,71.0
48067,Australia,Nepal,Import Quantity,2016,350.0
48187,Australia,Netherlands,Import Quantity,2016,169911.0
48380,Australia,New Caledonia,Import Quantity,2016,160.0
48499,Australia,New Zealand,Import Quantity,2016,829672.0
48593,Australia,Nicaragua,Import Quantity,2016,4050.0
48678,Australia,Niger,Import Quantity,2016,27.0
48778,Australia,Nigeria,Import Quantity,2016,139.0
48970,Australia,North Macedonia,Import Quantity,2016,3353.0
49105,Australia,Norway,Import Quantity,2016,5640.0
49218,Australia,Oman,Import Quantity,2016,296.0
49341,Australia,Pakistan,Import Quantity,2016,29986.0
49504,Australia,Panama,Import Quantity,2016,506.0
49621,Australia,Papua New Guinea,Import Quantity,2016,34474.0
49730,Australia,Paraguay,Import Quantity,2016,1148.0
49848,Australia,Peru,Import Quantity,2016,9429.0
49968,Australia,Philippines,Import Quantity,2016,29657.0
50097,Australia,Poland,Import Quantity,2016,17025.0
50217,Australia,Portugal,Import Quantity,2016,3491.0
50457,Australia,Republic of Korea,Import Quantity,2016,55878.0
50514,Australia,Republic of Moldova,Import Quantity,2016,68.0
50621,Australia,Romania,Import Quantity,2016,955.0
50723,Australia,Russian Federation,Import Quantity,2016,1758.0
50786,Australia,Rwanda,Import Quantity,2016,202.0
50873,Australia,"Saint Helena, Ascension and Tristan da Cunha",Import Quantity,2016,7.0
50940,Australia,Saint Kitts and Nevis,Import Quantity,2016,3.0
51073,Australia,Saint Vincent and the Grenadines,Import Quantity,2016,1.0
51167,Australia,Samoa,Import Quantity,2016,1166.0
51211,Australia,Sao Tome and Principe,Import Quantity,2016,2.0
51301,Australia,Saudi Arabia,Import Quantity,2016,1544.0
51435,Australia,Serbia,Import Quantity,2016,3009.0
51560,Australia,Seychelles,Import Quantity,2016,843.0
51641,Australia,Sierra Leone,Import Quantity,2016,59.0
51751,Australia,Singapore,Import Quantity,2016,77747.0
51848,Australia,Slovakia,Import Quantity,2016,510.0
51942,Australia,Slovenia,Import Quantity,2016,1239.0
52056,Australia,Solomon Islands,Import Quantity,2016,4829.0
52240,Australia,South Africa,Import Quantity,2016,30034.0
52273,Australia,South Sudan,Import Quantity,2016,1.0
52366,Australia,Spain,Import Quantity,2016,70669.0
52486,Australia,Sri Lanka,Import Quantity,2016,15132.0
52529,Australia,Sudan,Import Quantity,2016,46.0
52680,Australia,Suriname,Import Quantity,2016,34.0
52786,Australia,Sweden,Import Quantity,2016,17072.0
52906,Australia,Switzerland,Import Quantity,2016,27565.0
53024,Australia,Syrian Arab Republic,Import Quantity,2016,811.0
53066,Australia,Tajikistan,Import Quantity,2016,1.0
53163,Australia,Thailand,Import Quantity,2016,356755.0
53249,Australia,Timor-Leste,Import Quantity,2016,165.0
53425,Australia,Tonga,Import Quantity,2016,1254.0
53543,Australia,Trinidad and Tobago,Import Quantity,2016,808.0
53655,Australia,Tunisia,Import Quantity,2016,934.0
53769,Australia,Turkey,Import Quantity,2016,54331.0
54038,Australia,Uganda,Import Quantity,2016,260.0
54139,Australia,Ukraine,Import Quantity,2016,9663.0
54253,Australia,United Arab Emirates,Import Quantity,2016,9417.0
54373,Australia,United Kingdom,Import Quantity,2016,142524.0
54493,Australia,United Republic of Tanzania,Import Quantity,2016,811.0
54647,Australia,United States of America,Import Quantity,2016,466135.0
54767,Australia,Unspecified Area,Import Quantity,2016,10349.0
54887,Australia,Uruguay,Import Quantity,2016,532.0
55049,Australia,Vanuatu,Import Quantity,2016,3380.0
55154,Australia,Venezuela (Bolivarian Republic of),Import Quantity,2016,74.0
55271,Australia,Viet Nam,Import Quantity,2016,86393.0
55444,Australia,Yemen,Import Quantity,2016,1.0
55562,Australia,Zambia,Import Quantity,2016,12.0
55678,Australia,Zimbabwe,Import Quantity,2016,135.0
55762,Austria,Afghanistan,Import Quantity,2016,18.0
55873,Austria,Albania,Import Quantity,2016,256.0
56136,Austria,Antigua and Barbuda,Import Quantity,2016,1.0
56247,Austria,Argentina,Import Quantity,2016,3143.0
56335,Austria,Armenia,Import Quantity,2016,59.0
56473,Austria,Australia,Import Quantity,2016,941.0
56572,Austria,Azerbaijan,Import Quantity,2016,41.0
56976,Austria,Belarus,Import Quantity,2016,304.0
57050,Austria,Belgium,Import Quantity,2016,190446.0
57488,Austria,Bolivia (Plurinational State of),Import Quantity,2016,19.0
57592,Austria,Bosnia and Herzegovina,Import Quantity,2016,18883.0
57756,Austria,Brazil,Import Quantity,2016,4017.0
57956,Austria,Bulgaria,Import Quantity,2016,56757.0
58044,Austria,Burkina Faso,Import Quantity,2016,6.0
58240,Austria,Cambodia,Import Quantity,2016,1334.0
58346,Austria,Cameroon,Import Quantity,2016,3.0
58470,Austria,Canada,Import Quantity,2016,1186.0
58545,Austria,Cayman Islands,Import Quantity,2016,26.0
58729,Austria,Chile,Import Quantity,2016,3332.0
58853,Austria,"China, Hong Kong SAR",Import Quantity,2016,13.0
59019,Austria,"China, Taiwan Province of",Import Quantity,2016,144.0
59141,Austria,"China, mainland",Import Quantity,2016,14540.0
59265,Austria,Colombia,Import Quantity,2016,1060.0
59498,Austria,Costa Rica,Import Quantity,2016,35.0
59604,Austria,Croatia,Import Quantity,2016,87202.0
59716,Austria,Cuba,Import Quantity,2016,696.0
59840,Austria,Cyprus,Import Quantity,2016,5971.0
59940,Austria,Czechia,Import Quantity,2016,973090.0
60171,Austria,Democratic People's Republic of Korea,Import Quantity,2016,34.0
60356,Austria,Denmark,Import Quantity,2016,17389.0
60560,Austria,Dominican Republic,Import Quantity,2016,16.0
60682,Austria,Ecuador,Import Quantity,2016,248.0
60806,Austria,Egypt,Import Quantity,2016,2118.0
60918,Austria,El Salvador,Import Quantity,2016,14.0
61066,Austria,Estonia,Import Quantity,2016,467.0
61131,Austria,Eswatini,Import Quantity,2016,19.0
61208,Austria,Ethiopia,Import Quantity,2016,88.0
61432,Austria,Finland,Import Quantity,2016,3032.0
61556,Austria,France,Import Quantity,2016,142072.0
61851,Austria,Georgia,Import Quantity,2016,65.0
61950,Austria,Germany,Import Quantity,2016,3302519.0
62065,Austria,Ghana,Import Quantity,2016,1.0
62219,Austria,Greece,Import Quantity,2016,34644.0
62413,Austria,Guatemala,Import Quantity,2016,86.0
62798,Austria,Honduras,Import Quantity,2016,445.0
62922,Austria,Hungary,Import Quantity,2016,1492917.0
63046,Austria,Iceland,Import Quantity,2016,96.0
63170,Austria,India,Import Quantity,2016,7137.0
63294,Austria,Indonesia,Import Quantity,2016,3190.0
63416,Austria,Iran (Islamic Republic of),Import Quantity,2016,1775.0
63610,Austria,Ireland,Import Quantity,2016,15441.0
63734,Austria,Israel,Import Quantity,2016,566.0
63858,Austria,Italy,Import Quantity,2016,909137.0
63966,Austria,Jamaica,Import Quantity,2016,6.0
64090,Austria,Japan,Import Quantity,2016,451.0
64214,Austria,Jordan,Import Quantity,2016,128.0
64319,Austria,Kazakhstan,Import Quantity,2016,1641.0
64432,Austria,Kenya,Import Quantity,2016,415.0
64627,Austria,Kyrgyzstan,Import Quantity,2016,43.0
64676,Austria,Lao People's Democratic Republic,Import Quantity,2016,22.0
64770,Austria,Latvia,Import Quantity,2016,1116.0
64888,Austria,Lebanon,Import Quantity,2016,316.0
65166,Austria,Lithuania,Import Quantity,2016,23008.0
65242,Austria,Luxembourg,Import Quantity,2016,3087.0
65320,Austria,Madagascar,Import Quantity,2016,53.0
65522,Austria,Malaysia,Import Quantity,2016,800.0
65780,Austria,Malta,Import Quantity,2016,254.0
65941,Austria,Mauritius,Import Quantity,2016,1669.0
66063,Austria,Mexico,Import Quantity,2016,4026.0
66221,Austria,Montenegro,Import Quantity,2016,48.0
66329,Austria,Morocco,Import Quantity,2016,274.0
66441,Austria,Mozambique,Import Quantity,2016,181.0
66848,Austria,Netherlands,Import Quantity,2016,471889.0
67090,Austria,New Zealand,Import Quantity,2016,345.0
67200,Austria,Nicaragua,Import Quantity,2016,64.0
67366,Austria,Nigeria,Import Quantity,2016,99.0
67476,Austria,North Macedonia,Import Quantity,2016,9319.0
67594,Austria,Norway,Import Quantity,2016,25.0
67804,Austria,Pakistan,Import Quantity,2016,330.0
67859,Austria,Palestine,Import Quantity,2016,63.0
67961,Austria,Panama,Import Quantity,2016,47.0
68148,Austria,Paraguay,Import Quantity,2016,104.0
68262,Austria,Peru,Import Quantity,2016,432.0
68386,Austria,Philippines,Import Quantity,2016,1444.0
68510,Austria,Poland,Import Quantity,2016,176560.0
68634,Austria,Portugal,Import Quantity,2016,4390.0
68870,Austria,Republic of Korea,Import Quantity,2016,1853.0
68974,Austria,Republic of Moldova,Import Quantity,2016,3125.0
69092,Austria,Romania,Import Quantity,2016,135350.0
69198,Austria,Russian Federation,Import Quantity,2016,2451.0
69593,Austria,Saudi Arabia,Import Quantity,2016,11.0
69700,Austria,Senegal,Import Quantity,2016,2.0
69754,Austria,Serbia,Import Quantity,2016,102438.0
70034,Austria,Singapore,Import Quantity,2016,24.0
70134,Austria,Slovakia,Import Quantity,2016,714689.0
70232,Austria,Slovenia,Import Quantity,2016,121177.0
70447,Austria,South Africa,Import Quantity,2016,3539.0
70573,Austria,Spain,Import Quantity,2016,171461.0
70691,Austria,Sri Lanka,Import Quantity,2016,323.0
70869,Austria,Suriname,Import Quantity,2016,2.0
70981,Austria,Sweden,Import Quantity,2016,7795.0
71105,Austria,Switzerland,Import Quantity,2016,615900.0
71229,Austria,Syrian Arab Republic,Import Quantity,2016,302.0
71435,Austria,Thailand,Import Quantity,2016,6037.0
71627,Austria,Trinidad and Tobago,Import Quantity,2016,1.0
71741,Austria,Tunisia,Import Quantity,2016,1558.0
71865,Austria,Turkey,Import Quantity,2016,168870.0
72111,Austria,Uganda,Import Quantity,2016,5.0
72217,Austria,Ukraine,Import Quantity,2016,38573.0
72329,Austria,United Arab Emirates,Import Quantity,2016,71.0
72448,Austria,United Kingdom,Import Quantity,2016,35414.0
72559,Austria,United Republic of Tanzania,Import Quantity,2016,84.0
72699,Austria,United States of America,Import Quantity,2016,7689.0
73034,Austria,Uzbekistan,Import Quantity,2016,149.0
73266,Austria,Viet Nam,Import Quantity,2016,2308.0
74720,Azerbaijan,France,Import Quantity,2016,1.0
74786,Azerbaijan,Georgia,Import Quantity,2016,26.0
74850,Azerbaijan,Germany,Import Quantity,2016,2.0
75037,Azerbaijan,India,Import Quantity,2016,14861.0
75335,Azerbaijan,Italy,Import Quantity,2016,2.0
75484,Azerbaijan,Kazakhstan,Import Quantity,2016,399.0
75781,Azerbaijan,Luxembourg,Import Quantity,2016,1.0
76031,Azerbaijan,Netherlands,Import Quantity,2016,10.0
76223,Azerbaijan,Pakistan,Import Quantity,2016,67153.0
76603,Azerbaijan,Russian Federation,Import Quantity,2016,14521.0
77250,Azerbaijan,Turkey,Import Quantity,2016,32.0
77446,Azerbaijan,United Arab Emirates,Import Quantity,2016,4.0
77990,Bahamas,Brazil,Import Quantity,2016,391.0
78514,Bahamas,Guyana,Import Quantity,2016,2.0
79252,Bahamas,Thailand,Import Quantity,2016,50.0
79437,Bahamas,United States of America,Import Quantity,2016,8061.0
79555,Bahrain,Afghanistan,Import Quantity,2016,63.0
79576,Bahrain,Albania,Import Quantity,2016,5.0
79593,Bahrain,Algeria,Import Quantity,2016,90.0
79605,Bahrain,American Samoa,Import Quantity,2016,1.0
79635,Bahrain,Antigua and Barbuda,Import Quantity,2016,28.0
79658,Bahrain,Argentina,Import Quantity,2016,15748.0
79728,Bahrain,Australia,Import Quantity,2016,117283.0
79760,Bahrain,Austria,Import Quantity,2016,2080.0
79782,Bahrain,Azerbaijan,Import Quantity,2016,1063.0
79813,Bahrain,Bahamas,Import Quantity,2016,1.0
79885,Bahrain,Bangladesh,Import Quantity,2016,2479.0
79948,Bahrain,Belgium,Import Quantity,2016,7302.0
79977,Bahrain,Belize,Import Quantity,2016,313.0
80022,Bahrain,Bolivia (Plurinational State of),Import Quantity,2016,117.0
80036,Bahrain,Bosnia and Herzegovina,Import Quantity,2016,107.0
80072,Bahrain,Brazil,Import Quantity,2016,94660.0
80113,Bahrain,Bulgaria,Import Quantity,2016,148.0
80134,Bahrain,Burkina Faso,Import Quantity,2016,4239.0
80167,Bahrain,Cameroon,Import Quantity,2016,2.0
80197,Bahrain,Canada,Import Quantity,2016,1545.0
80222,Bahrain,Cayman Islands,Import Quantity,2016,1.0
80243,Bahrain,Chad,Import Quantity,2016,1940.0
80266,Bahrain,Chile,Import Quantity,2016,3340.0
80330,Bahrain,"China, Hong Kong SAR",Import Quantity,2016,571.0
80360,Bahrain,"China, Macao SAR",Import Quantity,2016,1.0
80394,Bahrain,"China, Taiwan Province of",Import Quantity,2016,31.0
80458,Bahrain,"China, mainland",Import Quantity,2016,23605.0
80493,Bahrain,Colombia,Import Quantity,2016,123.0
80515,Bahrain,Comoros,Import Quantity,2016,12.0
80545,Bahrain,Costa Rica,Import Quantity,2016,15.0
80565,Bahrain,Croatia,Import Quantity,2016,1.0
80592,Bahrain,Cuba,Import Quantity,2016,10.0
80646,Bahrain,Cyprus,Import Quantity,2016,1530.0
80677,Bahrain,Czechia,Import Quantity,2016,172.0
80701,Bahrain,Côte d'Ivoire,Import Quantity,2016,1.0
80759,Bahrain,Denmark,Import Quantity,2016,2495.0
80798,Bahrain,Djibouti,Import Quantity,2016,3.0
80814,Bahrain,Dominica,Import Quantity,2016,1.0
80836,Bahrain,Dominican Republic,Import Quantity,2016,2.0
80867,Bahrain,Ecuador,Import Quantity,2016,383.0
80921,Bahrain,Egypt,Import Quantity,2016,30336.0
80963,Bahrain,Estonia,Import Quantity,2016,22.0
81005,Bahrain,Ethiopia,Import Quantity,2016,953.0
81032,Bahrain,Fiji,Import Quantity,2016,57.0
81053,Bahrain,Finland,Import Quantity,2016,230.0
81109,Bahrain,France,Import Quantity,2016,11804.0
81130,Bahrain,French Polynesia,Import Quantity,2016,8.0
81144,Bahrain,Gabon,Import Quantity,2016,58.0
81158,Bahrain,Georgia,Import Quantity,2016,70.0
81205,Bahrain,Germany,Import Quantity,2016,10251.0
81230,Bahrain,Ghana,Import Quantity,2016,21.0
81280,Bahrain,Greece,Import Quantity,2016,1897.0
81297,Bahrain,Greenland,Import Quantity,2016,1.0
81313,Bahrain,Guam,Import Quantity,2016,10.0
81333,Bahrain,Guatemala,Import Quantity,2016,255.0
81369,Bahrain,Guyana,Import Quantity,2016,17.0
81385,Bahrain,Holy See,Import Quantity,2016,17.0
81394,Bahrain,Honduras,Import Quantity,2016,8.0
81415,Bahrain,Hungary,Import Quantity,2016,496.0
81516,Bahrain,India,Import Quantity,2016,141489.0
81560,Bahrain,Indonesia,Import Quantity,2016,1954.0
81616,Bahrain,Iran (Islamic Republic of),Import Quantity,2016,59172.0
81670,Bahrain,Iraq,Import Quantity,2016,119.0
81716,Bahrain,Ireland,Import Quantity,2016,4163.0
81772,Bahrain,Italy,Import Quantity,2016,10148.0
81800,Bahrain,Jamaica,Import Quantity,2016,26.0
81842,Bahrain,Japan,Import Quantity,2016,359.0
81906,Bahrain,Jordan,Import Quantity,2016,52865.0
81962,Bahrain,Kenya,Import Quantity,2016,1001.0
82028,Bahrain,Kuwait,Import Quantity,2016,17951.0
82065,Bahrain,Latvia,Import Quantity,2016,1.0
82115,Bahrain,Lebanon,Import Quantity,2016,12166.0
82133,Bahrain,Lesotho,Import Quantity,2016,2.0
82169,Bahrain,Libya,Import Quantity,2016,48.0
82183,Bahrain,Lithuania,Import Quantity,2016,44.0
82213,Bahrain,Luxembourg,Import Quantity,2016,10.0
82239,Bahrain,Madagascar,Import Quantity,2016,62.0
82262,Bahrain,Malawi,Import Quantity,2016,12.0
82313,Bahrain,Malaysia,Import Quantity,2016,14599.0
82349,Bahrain,Maldives,Import Quantity,2016,1.0
82363,Bahrain,Mali,Import Quantity,2016,502.0
82397,Bahrain,Malta,Import Quantity,2016,177.0
82432,Bahrain,Mauritania,Import Quantity,2016,2.0
82470,Bahrain,Mauritius,Import Quantity,2016,125.0
82503,Bahrain,Mexico,Import Quantity,2016,1855.0
82520,Bahrain,Micronesia (Federated States of),Import Quantity,2016,5.0
82528,Bahrain,Montenegro,Import Quantity,2016,4.0
82559,Bahrain,Morocco,Import Quantity,2016,1951.0
82589,Bahrain,Mozambique,Import Quantity,2016,256.0
82617,Bahrain,Myanmar,Import Quantity,2016,140.0
82636,Bahrain,Namibia,Import Quantity,2016,232.0
82646,Bahrain,Nauru,Import Quantity,2016,3.0
82714,Bahrain,Netherlands,Import Quantity,2016,24462.0
82762,Bahrain,New Zealand,Import Quantity,2016,13944.0
82785,Bahrain,Nicaragua,Import Quantity,2016,1.0
82800,Bahrain,Niger,Import Quantity,2016,1.0
82817,Bahrain,Nigeria,Import Quantity,2016,985.0
82864,Bahrain,Norway,Import Quantity,2016,167.0
82928,Bahrain,Oman,Import Quantity,2016,17731.0
82990,Bahrain,Pakistan,Import Quantity,2016,52009.0
83030,Bahrain,Palestine,Import Quantity,2016,33.0
83053,Bahrain,Panama,Import Quantity,2016,67.0
83063,Bahrain,Papua New Guinea,Import Quantity,2016,1.0
83077,Bahrain,Paraguay,Import Quantity,2016,550.0
83103,Bahrain,Peru,Import Quantity,2016,531.0
83158,Bahrain,Philippines,Import Quantity,2016,22127.0
83192,Bahrain,Poland,Import Quantity,2016,2094.0
83229,Bahrain,Portugal,Import Quantity,2016,307.0
83291,Bahrain,Qatar,Import Quantity,2016,8237.0
83343,Bahrain,Republic of Korea,Import Quantity,2016,279.0
83364,Bahrain,Republic of Moldova,Import Quantity,2016,48.0
83384,Bahrain,Romania,Import Quantity,2016,8.0
83421,Bahrain,Russian Federation,Import Quantity,2016,1426.0
83525,Bahrain,Saudi Arabia,Import Quantity,2016,209510.0
