,year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2631,2012,7460,Guinea,10.926986,9.859942,12.958671,5.5962819999999995,7.27602,9.869928999999999,7.396552000000001,7.518878,5.146819,14.357203,7.2806880000000005,4.870997,103.05896700000001,11.081954,8.449083,36.772771999999996,12.286434,12.449216,9.275382,11.140279,6.226828,20.633163,9.610496000000001,5.116313,11.546365,154.588285
2632,2013,7460,Guinea,4.2792129999999995,12.849424,14.691654999999999,10.36624,9.347722000000001,8.662546,0.0,0.0,0.0,0.0,0.0,0.0,60.1968,5.031552,6.019727,14.556876,3.6178480000000004,9.754836,5.983089,0.0,0.0,0.0,0.0,0.0,0.0,44.963928
2639,2007,7470,Sierra Leone,2.1664630000000002,3.411922,4.356216000000001,4.408872,2.801525,4.463035,3.899564,6.443582,4.900261,5.787074,3.5089980000000005,2.019282,48.166794,1.1612049999999998,4.225041,2.955152,2.856015,6.016322,4.2680940000000005,3.852778,8.997716,3.33221,5.330243,5.540245,6.885517999999999,55.420539
2640,2008,7470,Sierra Leone,4.070133,5.7323699999999995,2.065474,2.0249099999999998,1.554864,3.55785,2.125859,1.523152,2.051381,5.430026,10.560875,7.015719,47.712613,2.946637,3.7515620000000003,5.393968,5.4424410000000005,3.2547099999999998,5.192792,4.239298000000001,13.221279999999998,5.30302,4.082985,4.459949,2.071859,59.360501
2641,2009,7470,Sierra Leone,1.46559,1.566864,1.7767509999999997,1.371006,2.755865,6.564062,2.877291,2.474758,1.516723,0.47411400000000004,0.805623,0.666384,24.315031,2.102855,4.3639660000000005,2.7817990000000004,4.65142,2.369012,4.580926,4.4257480000000005,3.275881,2.1808520000000002,3.484739,4.477002,3.843401,42.537601
2642,2010,7470,Sierra Leone,5.2870800000000004,0.774411,0.691755,0.773098,0.43323100000000003,2.640279,6.305537,1.255555,1.7284119999999998,1.873902,6.806272,0.454392,29.023923999999997,2.278555,2.228169,4.553863,4.545789,3.7917339999999995,4.564104,4.1151029999999995,3.929304,8.846026,9.938051,7.584561,4.682224,61.057483
2643,2011,7470,Sierra Leone,0.931493,1.252959,0.9648559999999999,0.50745,0.909659,2.251442,0.8666379999999999,0.8979309999999999,0.924916,0.377261,16.014188,0.6515340000000001,26.550327000000003,7.570394,4.172693,6.866935000000001,12.069512,5.081268,6.602944,4.292168,14.423834,9.396438999999999,14.456192999999999,12.435184,5.393408999999999,102.76097299999999
2644,2012,7470,Sierra Leone,2.602784,1.090632,0.42798800000000004,1.323603,1.950536,0.447229,2.821232,1.1881389999999998,1.511098,0.957382,0.492068,3.032612,17.845303,5.847138,10.118667,8.512922,5.965898,10.996838,6.089108,15.906928,8.997397,7.3579360000000005,9.681481,5.583792,5.809054,100.867159
2645,2013,7470,Sierra Leone,1.745875,1.413425,1.376064,1.0299770000000001,3.854315,2.325463,0.0,0.0,0.0,0.0,0.0,0.0,11.745119,4.207492,4.678504,6.006275,7.0357080000000005,10.953005000000001,4.9890300000000005,0.0,0.0,0.0,0.0,0.0,0.0,37.870014000000005
2652,2007,7480,Ivory Coast,56.669561,102.278272,68.412701,55.269073,74.885437,8.282617,11.689630000000001,24.660254000000002,40.267219,36.952197999999996,22.806938,97.952597,600.126497,12.837211,10.58279,16.588147,13.552973999999999,14.866581,16.407462,8.835902,13.938032000000002,14.159459,16.020352,11.157395,12.657782000000001,161.60408700000002
2653,2008,7480,Ivory Coast,163.038713,162.815176,131.80269199999998,53.827662,91.724406,30.357608000000003,156.072445,43.300571999999995,89.707261,33.316666,33.446831,102.211052,1091.6210839999999,21.325353,11.946278999999999,12.452364,20.460334,13.798186999999999,16.509870000000003,63.574321999999995,16.937538,12.925324,14.894760999999999,34.247640000000004,15.038082999999999,254.110055
2654,2009,7480,Ivory Coast,111.367636,66.69585,75.619137,46.41917,58.639244,47.10014,12.099219999999999,66.105523,38.750545,16.09977,58.227709999999995,147.66329,744.787235,25.545552999999998,16.378478,13.074953,21.588826,12.808316,12.251206,12.629957000000001,37.613044,14.029101,12.888939,13.231537,14.008344000000001,206.04825400000001
2655,2010,7480,Ivory Coast,234.33807599999997,126.342453,129.75098799999998,116.53180400000001,85.847083,39.167364,53.64867099999999,46.152271999999996,59.026504,87.07850400000001,81.132729,117.725626,1176.742074,24.389452,8.327404,18.191425,9.038175,14.265197,25.073612,15.101956,14.71938,9.332917,9.017283,8.12845,7.259956,162.84520700000002
2656,2011,7480,Ivory Coast,192.232322,205.49834199999998,26.432113,7.918896000000001,12.098189999999999,193.269019,149.835141,207.022205,39.983771999999995,111.74218300000001,32.219362,92.384603,1270.636148,5.655478,6.660448,2.1675150000000003,2.703582,4.998978,8.925832000000002,12.101907,28.640464,12.448663,17.511182,15.545191,12.861536,130.220776
2657,2012,7480,Ivory Coast,179.010064,180.98904,105.225952,185.00383,45.524438,43.817372,48.104586,34.89265,54.83974499999999,66.046325,45.021936,111.008642,1099.48458,10.582597999999999,13.825484,19.12805,19.910606,14.635373999999999,12.580604,17.760105,12.876887,11.600073,18.101195999999998,21.776915,15.40109,188.17898200000002
2658,2013,7480,Ivory Coast,100.94699399999999,129.740258,136.743806,88.955555,123.86156399999999,52.186688000000004,0.0,0.0,0.0,0.0,0.0,0.0,632.4348650000001,16.176095999999998,14.313417000000001,16.320179,14.440881,12.990362,18.296004999999997,0.0,0.0,0.0,0.0,0.0,0.0,92.53694
2665,2007,7490,Ghana,8.084645,4.688873,14.999212,7.510946000000001,20.621432000000002,38.816022,9.264401,8.952292,21.21859,29.856587,23.134452,11.669801,198.817253,20.804698000000002,40.842358000000004,36.475714,28.848713,30.571696000000003,43.987216,32.310736999999996,34.082696,45.343234,39.749065,32.94407,30.424702000000003,416.384899
2666,2008,7490,Ghana,7.734567999999999,8.480872,51.141153,17.658085,49.328459,10.500253,9.381134,36.330874,7.173363,5.742055000000001,6.49494,12.201901,222.167657,31.379921999999997,50.10284,69.3592,42.236225,41.232022,61.103237,52.775711,39.715499,39.11807,76.427495,67.73978100000001,37.222177,608.412179
2667,2009,7490,Ghana,9.152107,9.541837,9.102115,5.247107,6.050142,25.822314000000002,10.723657000000001,4.932131,6.381981,10.550084,14.628378,22.865285999999998,134.99713899999998,35.884589,36.713768,37.212955,39.35048,61.153888,118.10426899999999,64.993486,79.220786,78.24566300000001,64.344661,43.359381,57.351535,715.935461
2668,2010,7490,Ghana,34.276443,16.807907999999998,37.478651,16.1667,19.672549,26.77807,17.132983,28.769073,7.907332000000001,12.34088,17.590988,38.476874,273.39845099999997,33.230891,74.536753,50.36377,90.405559,102.417185,71.830455,83.49009699999999,99.36608000000001,102.91171800000001,125.23076699999999,85.098821,70.45705799999999,989.3391539999999
2669,2011,7490,Ghana,17.504525,28.726005999999998,183.070928,34.053837,50.971936,50.571915999999995,25.520837,52.439955000000005,27.758871000000003,95.700298,70.786163,141.932944,779.038216,88.411997,60.756653,106.74643300000001,147.29143,114.366576,127.895668,93.741187,84.757193,79.13850500000001,88.698126,77.145275,127.86841299999999,1196.817456
2670,2012,7490,Ghana,19.377594000000002,24.212048,27.192732,29.559448,17.6949,39.821634,28.907213,44.011652000000005,18.763319,17.255951,11.555236,13.013222,291.364949,91.922002,148.827945,128.112002,111.869491,153.537568,91.904803,88.885288,121.5188,99.884159,122.750165,76.619555,86.45705,1322.288828
2671,2013,7490,Ghana,22.598392999999998,34.216246000000005,19.670245,25.160253,93.207105,86.006313,0.0,0.0,0.0,0.0,0.0,0.0,280.85855499999997,154.10497900000001,80.489439,94.73569499999999,90.710364,111.54674299999999,71.788955,0.0,0.0,0.0,0.0,0.0,0.0,603.376175
2678,2007,7500,Gambia,0.0011,0.036621,0.0,0.00165,0.00236,0.0054600000000000004,0.070436,0.002539,0.001998,0.022103,0.0040409999999999995,0.0,0.148308,0.681845,1.532856,1.075567,1.297783,1.731034,1.9619529999999998,2.132469,2.0817669999999997,1.480852,3.128112,1.2732649999999999,1.623485,20.000988
2679,2008,7500,Gambia,0.0,0.005363000000000001,0.0,0.005193,0.05702,0.0021,0.217573,0.041688,0.007714,0.26515700000000003,0.02812,0.01149,0.641418,1.6792029999999998,5.075033,3.542705,1.4710450000000002,1.8131959999999998,3.1606,2.153826,1.612064,3.088372,1.777938,1.7419360000000002,1.762402,28.878320000000002
2680,2009,7500,Gambia,0.0010199999999999999,0.010291,0.0,0.001242,0.007882,0.001352,0.0009960000000000001,0.0105,0.216227,0.494778,0.003776,0.46548100000000003,1.213545,1.646613,0.969972,2.460512,3.8156440000000003,3.12661,4.925107,4.8291,4.702812000000001,3.191366,1.595895,1.1548559999999999,1.229626,33.648113
2681,2010,7500,Gambia,0.488271,0.778604,0.752306,0.359531,0.098048,0.12266800000000001,0.082254,0.12517799999999998,0.096241,0.048506,0.08152000000000001,0.103861,3.136988,3.688368,4.450476999999999,1.370754,2.182568,3.7076230000000003,2.555461,1.987945,3.228357,2.0120720000000003,1.636048,0.864008,1.570106,29.253787
2682,2011,7500,Gambia,0.029766,0.002441,0.0063549999999999995,0.006668,0.004792,0.014013,0.006111999999999999,0.009498999999999999,5.9999999999999995e-05,0.00043200000000000004,0.0020239999999999998,0.00028,0.082442,2.173393,2.428073,5.299135,1.360044,1.695548,1.74853,3.9675879999999997,1.661607,1.810028,1.6638689999999998,2.018313,3.5354080000000003,29.361535999999997
2683,2012,7500,Gambia,0.015074,0.017213,0.0023940000000000003,0.003121,0.019782,0.037329,0.008926,0.13062,0.055646,0.0496,0.008551000000000001,0.000634,0.34889000000000003,2.280296,1.535941,1.824086,3.149669,3.740122,2.647009,1.6864310000000002,2.913218,3.66592,1.031543,1.299917,1.6843569999999999,27.458509000000003
2684,2013,7500,Gambia,0.030105,0.025775,0.003372,0.48017600000000005,0.055183,0.001068,0.0,0.0,0.0,0.0,0.0,0.0,0.595679,1.020925,2.664807,3.0809900000000003,2.510183,5.18501,4.124864,0.0,0.0,0.0,0.0,0.0,0.0,18.586779
2691,2007,7510,Niger,0.53128,0.116631,0.068452,0.28465,0.08005599999999999,0.20009200000000002,0.095087,0.031387,3.431982,3.5988620000000004,0.603804,0.514867,9.55715,3.414343,7.890451,6.04399,8.536785,12.681235000000001,5.607053,6.967608,3.9019690000000002,3.153439,3.4000760000000003,3.327971,4.383852,69.30877199999999
2692,2008,7510,Niger,0.340362,0.6089399999999999,0.522729,0.14488199999999998,40.992891,0.085227,0.623038,0.082116,0.16784200000000002,0.381358,0.269835,0.112219,44.331439,3.2784169999999997,4.625636,9.533763,5.645103,3.844524,5.15165,3.7661300000000004,2.608294,1.7832310000000002,3.450717,3.3521980000000005,2.967511,50.007174
2693,2009,7510,Niger,0.260137,13.241,0.8728040000000001,0.10717,0.023305000000000003,18.662997,18.761217000000002,27.053571,25.803877,1.182924,0.25158,0.041819999999999996,106.26240200000001,3.7889589999999997,2.537998,2.263879,1.7626529999999998,2.027482,27.443188,1.941396,8.199425,1.238926,1.791698,3.911394,1.333609,58.240607
2694,2010,7510,Niger,0.065965,0.045008,0.22421799999999997,0.033447000000000005,0.08415700000000001,0.399436,0.205904,0.10969300000000001,24.628725,0.145903,0.415192,0.158772,26.51642,4.528391,1.230828,3.081843,11.934076,5.9133830000000005,4.879398999999999,3.7378440000000004,3.131088,4.282043,1.637837,2.867312,1.662159,48.886203
2695,2011,7510,Niger,0.721128,0.169212,36.623677,85.131452,0.05175,0.343686,37.406025,0.588857,0.138003,34.348698,24.030943,69.122535,288.675966,3.399968,4.2906699999999995,7.1267190000000005,5.322342,5.612623,4.188954,2.568578,0.753135,3.1574400000000002,7.670232,1.674479,2.115272,47.880412
2696,2012,7510,Niger,78.093204,0.045317,0.292106,0.32561100000000004,0.182997,0.185578,0.191558,0.601442,1.382968,0.21722800000000003,0.054785,0.146985,81.719779,1.819534,1.6849419999999997,2.496055,7.710878,2.242166,3.6551699999999996,2.681762,3.108625,3.872838,1.696494,4.683593,1.710914,37.362971
2697,2013,7510,Niger,0.319019,0.049886,0.249006,0.022691,0.16280799999999998,0.034956,0.0,0.0,0.0,0.0,0.0,0.0,0.838366,1.735716,2.912306,2.176463,2.592237,7.296809,8.181091,0.0,0.0,0.0,0.0,0.0,0.0,24.894622000000002
2704,2007,7520,Togo,3.3446089999999997,0.266567,0.069425,0.417192,0.106305,0.040229,0.060579999999999995,0.187941,0.15063,0.075915,0.170735,0.148523,5.038651,18.917325,20.278487,22.193516,41.497966,5.658548000000001,49.395472,6.064157,40.198159000000004,29.138840999999996,41.307824,6.734716000000001,6.209303,287.594314
2705,2008,7520,Togo,0.093186,0.009368000000000001,7.303605,0.218054,2.97212,0.063205,0.061697,0.04646,0.260317,0.053559,0.008421,0.036995,11.126987,6.954039,7.195345,20.981722,9.556001,11.461393,9.529262,8.065428,9.451319,7.199511,9.353155000000001,5.620597,11.757927,117.125699
2706,2009,7520,Togo,0.010277,0.049419,0.122732,0.041336000000000005,0.655353,0.073433,2.8345830000000003,0.083788,1.891146,0.5928760000000001,0.058674000000000004,0.22640500000000002,6.640022,7.74131,6.370368,5.336062,11.951746,14.195616000000001,15.070951,16.440231,4.996641,6.427779,21.352915,8.105493,6.809202,124.79831399999999
2707,2010,7520,Togo,0.050237000000000004,0.04332,0.087372,0.14241800000000002,7.992428,0.061127,0.015747999999999998,0.105297,0.068491,0.295979,0.159039,0.098987,9.120443,4.151585,5.927593,25.361327,8.15982,60.386251,6.643453,6.597065,5.548738,7.165235000000001,13.732968,7.326649000000001,6.620061,157.620745
2708,2011,7520,Togo,0.03692,1.9205860000000001,3.9298919999999997,4.247504,11.533392999999998,5.064794999999999,1.162954,0.047064999999999996,1.137689,0.467026,0.409416,0.579385,30.536625,7.090503999999999,7.06434,22.977489000000002,9.142188,9.03457,5.867061,13.748213,29.365452,5.835343,8.910166,8.176751,82.425451,209.637528
2709,2012,7520,Togo,0.194089,0.139256,0.574955,0.43645900000000004,0.485839,0.085361,1.170232,39.286528000000004,0.22709400000000002,8.058152999999999,0.17857,1.074418,51.910954,7.245363,8.091886,6.982675,111.722633,11.490931,7.105563,20.844732,8.584416000000001,25.587334,59.221428,9.188944000000001,94.55511,370.621015
2710,2013,7520,Togo,0.5229520000000001,0.44559499999999996,0.407339,1.761089,0.69391,0.494179,0.0,0.0,0.0,0.0,0.0,0.0,4.325064,7.1277669999999995,18.715131,38.417716,61.360586,71.876537,132.196112,0.0,0.0,0.0,0.0,0.0,0.0,329.693849
2717,2007,7530,Nigeria,2160.0227059999997,2079.87968,2632.2849100000003,2178.237735,2554.968727,2332.279785,2652.965493,2878.1168620000003,2659.2830940000003,3249.473618,3709.907523,3682.812097,32770.23223,167.413863,207.605141,219.978302,198.774415,165.013694,260.85706600000003,246.81942200000003,231.322289,258.799292,235.018463,295.489675,290.850462,2777.942084
2718,2008,7530,Nigeria,3801.7512799999995,3063.927127,3630.8594479999997,3742.132152,3448.04831,3962.0798990000003,3936.690714,3982.9414770000003,2514.6145920000004,2766.6553940000003,1756.550045,1461.756576,38068.00701,235.650938,352.74783199999996,245.10754100000003,239.858135,336.64207999999996,376.695381,459.078008,482.753826,311.03044,387.484612,408.469025,266.869237,4102.387055
2719,2009,7530,Nigeria,692.379943,692.077085,1254.026245,1049.756603,1074.845895,1608.216375,1974.438155,2028.3841329999998,2171.972851,1711.8295870000002,2399.282342,2470.9701760000003,19128.17939,277.16483,241.134921,327.173198,342.02954900000003,249.85667400000003,346.59320099999997,325.251733,363.676442,264.011783,320.378349,334.03675,295.776423,3687.083853
2720,2010,7530,Nigeria,2313.432494,2058.736957,2728.864413,2560.391659,2512.61693,2653.801355,2700.365069,2951.140504,2808.579005,2209.273164,2116.37929,2902.3690100000003,30515.94985,215.8481,310.044267,494.511446,323.62077999999997,381.771351,294.402145,296.828858,287.774684,349.975843,349.694095,380.066819,376.00973700000003,4060.548125
2721,2011,7530,Nigeria,3231.435325,2772.5999699999998,2972.080646,2944.2958489999996,2802.172469,3325.0669120000002,3255.267661,3374.501511,2335.9626719999997,2330.166957,2579.782668,1930.853732,33854.186369999996,341.216419,331.612012,487.778085,395.838293,521.32331,376.75205800000003,378.935968,388.488442,472.10429800000003,371.987845,376.76914,468.83766299999996,4911.6435329999995
2722,2012,7530,Nigeria,1501.876403,1208.358917,1543.092162,1981.286345,1936.5814670000002,1788.977016,1176.5176,1566.739055,1614.0259859999999,2219.31689,1409.029972,1068.422556,19014.22437,310.011925,320.030238,418.44759500000004,353.950235,506.516673,423.377921,398.180126,471.447037,439.17206600000003,463.096167,387.723151,536.636584,5028.589718
2723,2013,7530,Nigeria,1544.545796,881.3398619999999,1406.256958,1350.667568,1021.6369960000001,1747.463293,0.0,0.0,0.0,0.0,0.0,0.0,7951.910473000001,436.476086,434.815408,550.202155,395.732738,380.539647,548.5093559999999,0.0,0.0,0.0,0.0,0.0,0.0,2746.27539
2730,2007,7540,Central African Republic,0.742977,0.12166099999999999,0.23144,0.076075,0.27979499999999996,0.014130000000000002,0.06704299999999999,0.336535,0.075603,0.26821799999999996,0.540075,0.121841,2.875393,1.160015,3.334382,1.7265400000000002,0.9962770000000001,1.115441,1.529202,1.06616,2.240238,2.322428,1.851475,1.596618,0.809146,19.747922
2731,2008,7540,Central African Republic,0.037502999999999995,0.44442299999999996,0.106857,0.11926199999999999,1.468128,0.371661,1.1018620000000001,0.269052,1.670929,1.336259,0.820126,0.84088,8.586942,2.251656,0.786783,3.259874,1.972965,0.660496,0.602837,4.4062980000000005,3.2957449999999997,2.966683,0.9215139999999999,0.694537,1.483388,23.302776
2732,2009,7540,Central African Republic,0.465243,0.026773,0.080812,0.157925,0.045951,0.061573,0.253452,0.07925499999999999,0.5093979999999999,0.59711,0.26209,0.84821,3.3877919999999997,0.68917,1.1854639999999999,1.058915,8.967761,1.9757310000000001,1.239971,5.164203,7.992599,1.302446,0.9389700000000001,0.5138560000000001,0.456408,31.485494
2733,2010,7540,Central African Republic,0.218191,0.839045,0.404215,0.318387,0.598869,0.7171350000000001,0.39757,0.861016,0.34980100000000003,0.363028,0.32935,0.318742,5.715349,2.37847,0.44008400000000003,1.0745959999999999,0.860348,2.230208,0.320954,1.0715940000000002,0.435217,0.305919,0.41742799999999997,0.251627,0.553191,10.339636
2734,2011,7540,Central African Republic,0.32493099999999997,1.1967430000000001,0.03595,0.006614,1.703716,0.253379,0.25155500000000003,0.535529,0.11457300000000001,0.611545,0.26329,0.700742,5.9985669999999995,0.743903,0.595676,2.351264,1.8698709999999998,0.8045939999999999,0.62538,0.251261,1.456237,0.374307,1.983587,0.520261,0.759105,12.335446000000001
2735,2012,7540,Central African Republic,0.573523,0.26364,0.272892,0.13581500000000002,0.072931,0.538036,0.22092699999999998,0.11093599999999999,0.9389270000000001,0.292544,0.586695,0.063222,4.070088,0.018225,1.6657919999999997,0.349655,2.72833,0.857353,0.372402,0.325675,0.9019520000000001,0.039830000000000004,0.425781,0.333289,0.504606,8.52289
2736,2013,7540,Central African Republic,0.025791,0.10653800000000001,2.076228,0.030026,0.10954900000000001,0.014579,0.0,0.0,0.0,0.0,0.0,0.0,2.362711,1.50427,0.218495,0.5836520000000001,0.017263,0.078553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4022330000000003
2743,2007,7550,Gabon,279.093544,66.65584100000001,151.534412,284.194523,243.31400499999998,215.16765800000002,158.65578200000002,226.63797599999998,69.04016,219.766985,153.095094,114.651559,2181.807539,12.936829,9.624165,331.042331,12.386751,10.787774,13.063242,16.524447,12.961841999999999,16.72641,9.896158,17.529498,14.166348000000001,477.645795
2744,2008,7550,Gabon,188.616219,112.21412,109.327554,301.292052,99.266938,255.139876,216.51693999999998,267.86001600000003,339.61278300000004,94.94205600000001,132.80805,160.918428,2278.5150320000002,16.67172,14.358192,12.34662,11.958152,41.571692999999996,9.756349,11.600021,56.803504000000004,13.414935999999999,16.199562,20.830773,58.478341,283.989863
2745,2009,7550,Gabon,103.244887,123.99146999999999,151.465466,70.815771,52.865612,120.60256000000001,156.346944,148.190977,68.93029200000001,66.47375699999999,20.109804999999998,147.64273300000002,1230.680274,12.970278,22.905162,12.872518,13.326782000000001,19.016066,6.289084,32.488454,9.525381,11.19638,7.1905600000000005,9.868688,13.106603,170.755956
2746,2010,7550,Gabon,69.414239,144.406165,145.45596,0.666554,169.619966,38.461528,86.813347,322.165114,276.30814,478.20619000000005,272.562524,207.908614,2211.988341,12.14067,8.905766999999999,99.209305,11.844975999999999,17.483897,13.917373000000001,11.658358999999999,13.675491000000001,8.026108,19.13826,14.714703,12.283942999999999,242.998852
2747,2011,7550,Gabon,436.42350300000004,130.091276,681.498525,401.742735,457.521014,470.764281,535.024397,330.175282,398.55068900000003,271.294677,286.841414,166.723513,4566.651306000001,15.985412,15.479525,11.515407000000002,16.515147,17.453169,8.478386,14.412573000000002,14.131470000000002,32.810594,15.314382,25.988179000000002,16.076334,204.16057800000002
2748,2012,7550,Gabon,168.965956,56.673545,13.056238,147.83209,132.59608899999998,111.289634,232.165839,214.131861,267.636709,288.861422,238.245504,14.420295999999999,1885.8751829999999,17.86755,19.839545,25.050486,13.237794000000001,72.81102,17.692079999999997,44.204625,19.954985,32.126332,19.133867000000002,17.021404999999998,20.108548000000003,319.04823700000003
2749,2013,7550,Gabon,6.044244,9.7866,17.704048,10.200044,224.15575800000002,77.771475,0.0,0.0,0.0,0.0,0.0,0.0,345.662169,11.985953,18.692632,32.831831,18.450815,17.361313,19.452166000000002,0.0,0.0,0.0,0.0,0.0,0.0,118.77471000000001
2756,2007,7560,Chad,103.007913,97.319298,96.54663199999999,165.191408,126.335181,203.498603,230.655125,288.67626,180.935135,200.070418,180.809253,272.31341499999996,2145.358641,5.66148,5.206018,10.278452,3.9792110000000003,7.098418,8.801758999999999,4.19784,4.2450410000000005,6.902321000000001,4.0770599999999995,3.582581,2.212082,66.242263
2757,2008,7560,Chad,286.39534,257.54990699999996,233.220435,424.899956,149.270607,362.989939,436.173367,306.862709,272.95595699999996,284.38428999999996,172.217196,147.41104199999998,3334.3307449999998,3.377701,1.8692419999999998,3.872037,8.357384,2.8795479999999998,4.501494,3.0221139999999997,8.592315,2.3906330000000002,3.44255,5.783588,14.426854,62.51546
2758,2009,7560,Chad,169.282492,74.671704,101.985662,162.364293,143.139119,186.93292399999999,213.739289,120.432321,233.958383,222.31842000000003,162.68180900000002,192.544024,1984.0504399999998,2.362906,7.3338350000000005,3.228948,7.120767,4.2754970000000005,3.74197,4.004244,3.974114,5.815748,6.514428,6.5514470000000005,7.765673,62.689577
2759,2010,7560,Chad,190.306943,171.761147,158.293504,195.842678,172.107298,79.239306,188.89660800000001,181.237244,215.489846,211.282181,92.841038,186.80191200000002,2044.099705,5.786099,5.942355,10.200589,10.881583000000001,8.952753999999999,8.493714,3.250941,7.878073,9.67125,8.797265,3.7006360000000003,6.114749,89.670008
2760,2011,7560,Chad,271.897041,79.821187,221.65490499999999,146.50213300000001,277.212719,351.162338,320.246514,320.67353399999996,320.47977599999996,257.757275,390.425297,216.19596099999998,3174.02868,2.276281,4.017835,4.29548,0.33413699999999996,1.157704,0.688772,1.614307,0.846231,4.871007,1.8521310000000002,7.502034,5.791563,35.247482
2761,2012,7560,Chad,199.580001,220.60927999999998,317.91058599999997,259.607297,262.49276299999997,179.442194,131.18514299999998,145.49348500000002,231.45652400000003,235.173602,325.134826,152.250584,2660.3362850000003,2.4205740000000002,2.010291,6.031729,3.3572620000000004,2.342393,3.137397,1.175459,1.8388959999999999,2.5679369999999997,4.176461,3.5622849999999997,3.9464120000000005,36.567096
2762,2013,7560,Chad,244.98058799999998,63.869863,186.77451499999998,196.30815,293.65968399999997,208.962854,0.0,0.0,0.0,0.0,0.0,0.0,1194.555654,3.9029510000000003,2.838225,3.4076839999999997,2.310219,3.4089660000000004,5.470306,0.0,0.0,0.0,0.0,0.0,0.0,21.338351
2769,2007,7580,St Helena,0.014044,0.0,0.0,0.8468870000000001,0.006057,0.007081999999999999,0.10323099999999999,1.321605,0.032046,1.7003009999999998,1.208758,0.082615,5.3226260000000005,0.10311300000000001,0.222619,0.161908,0.16760899999999998,0.188102,0.047008,0.043067,0.049108,1.468073,0.10995799999999999,0.572715,0.146317,3.2795970000000003
2770,2008,7580,St Helena,2.1301669999999997,0.108497,0.85941,1.317148,0.45268800000000003,0.066572,0.021516,0.020522,0.808396,1.22302,3.200621,0.035956,10.244513000000001,0.040789,0.041363,0.108795,0.042285,0.071727,0.31549699999999997,0.283104,0.030924,0.442759,0.122031,0.369331,0.166028,2.0346330000000004
2771,2009,7580,St Helena,0.005302,0.940515,0.058289,2.297673,0.009283,0.00505,0.29978899999999997,0.41528400000000004,1.134933,0.11941900000000001,0.824944,0.015399000000000001,6.12588,1.35911,0.050765,0.043205,0.074495,0.286426,0.006599,0.15143199999999998,0.659971,0.029768,0.034169,0.180143,0.017422999999999998,2.893506
2772,2010,7580,St Helena,0.813641,0.041463,1.462346,0.742272,0.08634299999999999,0.257233,0.13827799999999998,0.9062389999999999,0.022384,0.063699,2.161061,0.5156310000000001,7.21059,0.015578,0.004683,0.057071000000000004,0.034838,0.095076,0.045794999999999995,0.14313299999999998,0.090543,0.028766000000000003,0.086588,0.076159,0.013863999999999998,0.692094
2773,2011,7580,St Helena,0.761394,0.5282060000000001,0.504433,2.539145,0.47612,0.057422,0.024534,0.085123,0.044549,0.011447,3.288539,0.161869,8.482781,0.055473,0.156751,0.387155,0.17665,0.07984400000000001,0.0,0.0,0.0,0.006527,0.1452,0.025580000000000002,0.86871,1.90189
2774,2012,7580,St Helena,1.326775,0.138349,1.8427259999999999,0.10921900000000001,1.089936,0.185557,0.153313,0.589711,0.125676,0.069887,0.940842,0.00329,6.5752809999999995,0.124502,0.089282,0.03568,4.526269,0.00628,0.0,0.000938,0.002589,0.0,0.0,0.062346000000000006,0.0,4.847886
2775,2013,7580,St Helena,1.1049440000000001,0.004364,0.012237999999999999,2.7424619999999997,1.396131,0.101234,0.0,0.0,0.0,0.0,0.0,0.0,5.361373,2.598473,0.029332,0.058736000000000003,0.134933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8214740000000003
2782,2007,7600,Burkina Faso,0.564772,0.02105,0.10805899999999999,0.027576,0.222092,0.017153,0.064158,0.0021969999999999997,0.356611,0.016567,0.010717,0.055417999999999995,1.4663700000000002,2.813012,0.505533,0.9345680000000001,3.084677,4.481028,4.197758,2.723695,8.635219000000001,1.636974,2.994104,0.736721,0.396223,33.139511999999996
2783,2008,7600,Burkina Faso,0.078167,0.032717,0.102644,0.011098,0.12626700000000002,0.072313,0.030822000000000002,0.012155,0.019992,0.011178,0.049526,0.037845,0.584724,0.286489,1.219173,0.964067,1.732061,4.512893,1.950584,0.9608120000000001,6.109081,1.571201,0.820409,1.973097,2.392703,24.49257
2784,2009,7600,Burkina Faso,0.11383800000000001,0.147611,0.049455,0.423393,0.071767,0.024381,0.032546,0.197983,0.047583999999999994,0.157898,0.389336,0.46066,2.116452,3.1286419999999997,2.1372310000000003,2.4714959999999997,1.192706,0.919458,2.174465,1.8248520000000001,4.603871,2.837625,1.282261,1.2886819999999999,1.9624650000000001,25.823754
2785,2010,7600,Burkina Faso,0.01831,0.514944,0.2026,0.169997,0.248786,0.589093,0.043970999999999996,0.10890799999999999,0.007018000000000001,0.177304,0.029858999999999997,0.268125,2.378915,0.820823,2.624332,4.667895,1.9580380000000002,9.440173,3.815026,1.393183,2.160879,4.784649,4.396286,3.6730739999999997,6.853174,46.587532
