,year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2786,2011,7600,Burkina Faso,0.593146,0.014103000000000001,0.059896000000000005,0.029892000000000002,0.104102,0.09500900000000001,0.076171,1.332563,0.589032,0.527354,0.026391,0.157629,3.605288,2.710897,2.561746,3.9169970000000003,1.6473900000000001,2.7764189999999997,2.304827,2.83308,1.958891,2.43717,2.816582,4.545967,2.7462590000000002,33.256225
2787,2012,7600,Burkina Faso,0.092422,0.086034,0.044996,0.078638,0.23700900000000003,0.451985,0.31673,0.25724,0.14559,0.41359700000000005,0.11458299999999999,0.06482,2.303644,2.210985,4.117781,2.098757,6.373371,6.7863809999999996,3.4709309999999998,5.4276,3.4616919999999998,1.517695,3.578836,5.833437,2.399306,47.276771999999994
2788,2013,7600,Burkina Faso,0.28333600000000003,0.061003999999999996,0.009198999999999999,0.220773,0.45581099999999997,0.191699,0.0,0.0,0.0,0.0,0.0,0.0,1.221822,5.910897,4.014945,3.614352,4.173703,6.619802,12.448865,0.0,0.0,0.0,0.0,0.0,0.0,36.782564
2795,2007,7610,Benin,0.022327,0.011641,0.10094,0.201416,0.045745999999999995,0.04249,0.047341,0.055224,0.10741300000000001,4.335387,0.034003,0.072293,5.076221,14.218851,14.845725,17.113794,17.479426,18.195428,24.253687,28.877088,26.449276,26.934726,26.91695,55.646128000000004,18.485992,289.417071
2796,2008,7610,Benin,0.010535,0.091503,0.034957,0.051107,0.06868099999999999,0.0052380000000000005,0.037908,11.599974000000001,19.07686,0.028661000000000002,0.004157,0.0,31.009581,45.994365,115.27629099999999,42.427269,100.398882,87.245199,73.025316,29.732478000000004,118.019778,31.897346000000002,49.197604999999996,90.75251800000001,62.340337,846.307384
2797,2009,7610,Benin,0.0021850000000000003,0.003796,0.048917,0.05981,0.022261000000000003,0.071767,0.0,0.0063880000000000004,0.0055,0.029778,0.09275,0.097998,0.44115,36.046545,23.624688,19.08439,14.735733999999999,8.665837,11.877208,66.10740200000001,44.487460999999996,32.590424,67.36748,38.804531,33.985062,397.376762
2798,2010,7610,Benin,0.009811,0.006104999999999999,0.020018,0.0616,0.03528,0.014368,0.041774,0.01911,0.027536,0.0,0.029901,0.010254000000000001,0.27575700000000003,20.273975,34.578174,36.135874,42.119354,50.720675,34.809544,35.943477,36.33374,43.498866,45.230787,36.174673999999996,46.71568,462.53482
2799,2011,7610,Benin,0.000513,0.001999,0.045793,0.032642000000000004,0.035475,0.025619,0.012985,0.014629,0.022448,1.629274,0.024558,0.124952,1.9708869999999998,36.77279,43.963233,53.988703,61.961904000000004,52.94120699999999,45.612902000000005,41.271425,79.997003,42.731268,58.874396,41.390284,57.886922999999996,617.392038
2800,2012,7610,Benin,0.0021079999999999996,0.057502,0.13613599999999998,0.126,0.15198299999999998,0.06816900000000001,1.2718770000000001,0.11459100000000001,0.099739,0.219423,0.26884600000000003,0.15720599999999998,2.67358,24.776018,35.011823,56.543228000000006,48.188424,102.560415,48.540702,37.317267,42.521505,40.257219,50.242926000000004,43.372896999999995,44.264579,573.597003
2801,2013,7610,Benin,0.40583400000000003,0.09135700000000001,0.41054399999999996,0.23673200000000003,0.066067,0.502713,0.0,0.0,0.0,0.0,0.0,0.0,1.7132470000000002,34.100404,62.349470999999994,66.417332,51.279584,44.461511,43.942622,0.0,0.0,0.0,0.0,0.0,0.0,302.550924
2808,2007,7620,Angola,1036.064412,664.054449,1248.329888,1124.499788,1000.010123,1220.083374,824.453626,927.756393,1293.4535759999999,884.696752,1108.410332,1175.73765,12507.55036,109.07335900000001,74.844774,85.87431,76.051209,95.732349,81.565727,126.38071599999999,113.84682,140.050516,127.01406000000001,108.790198,102.807225,1242.031263
2809,2008,7620,Angola,1507.8809210000002,1003.6881179999999,1442.9651880000001,1830.303948,1653.1392349999999,2310.19942,2939.554473,1934.790352,1217.016285,1509.193409,710.528445,852.04839,18911.30818,93.85260799999999,109.60799899999999,103.428976,183.887419,115.6233,117.44931899999999,138.448227,347.505951,169.283723,354.63603900000004,129.80258600000002,155.65293799999998,2019.1790850000002
2810,2009,7620,Angola,727.5011860000001,735.7814440000001,854.576435,608.732022,760.506941,938.7911619999999,649.225117,599.514372,958.8322099999999,894.431658,847.398116,763.598386,9338.889049,97.852102,89.921432,136.99631200000002,147.67568300000002,81.796128,94.00561400000001,97.77532,138.732899,109.86562099999999,94.36506999999999,157.110613,176.9541,1423.050894
2811,2010,7620,Angola,738.391261,800.457489,1298.496417,1518.245449,1077.9858140000001,1130.75123,872.896146,1177.910895,1082.526131,711.6358280000001,605.8403969999999,924.434817,11939.57187,64.833947,87.550657,114.68392800000001,112.601727,102.582513,87.05631600000001,97.31542900000001,114.357453,112.88032700000001,81.113487,119.37311499999998,199.142048,1293.490947
2812,2011,7620,Angola,797.84836,1115.451102,625.7903150000001,1060.684596,1104.7836220000002,1370.936978,1251.025372,1313.8898980000001,1410.69073,1295.144,1181.056422,1070.172034,13597.473430000002,106.11301100000001,76.05114499999999,72.548745,112.520353,96.23723199999999,225.905151,242.342536,116.38946299999999,82.571466,163.052828,80.711442,125.977176,1500.420548
2813,2012,7620,Angola,1465.097687,604.663947,817.097267,874.9358679999999,852.8525599999999,1399.08847,812.6251589999999,626.252531,651.061737,754.4364019999999,570.015035,395.74760299999997,9823.874265999999,125.376395,97.969888,200.435674,95.78455100000001,140.842444,128.29473000000002,82.207223,176.009449,92.858953,118.74716799999999,117.808227,114.10084499999999,1490.435547
2814,2013,7620,Angola,788.518669,803.095655,536.172241,572.187871,1027.903518,763.259626,0.0,0.0,0.0,0.0,0.0,0.0,4491.13758,142.635028,71.93494399999999,105.986869,94.38934499999999,105.30299299999999,138.67529,0.0,0.0,0.0,0.0,0.0,0.0,658.924469
2821,2007,7630,Congo (Brazzaville),206.884354,75.633188,268.64129199999996,288.316324,346.554924,241.473544,217.980369,283.433935,276.230648,258.303493,422.42426500000005,184.784496,3070.660832,8.363151,10.595346000000001,9.804536,11.854127,9.188815,10.906357,12.520425,16.124615,14.209507,9.906901,15.684961,10.876122,140.034863
2822,2008,7630,Congo (Brazzaville),563.182326,420.355679,465.60892800000005,411.95138,578.4339719999999,639.923868,340.681676,392.906752,220.572159,571.070567,224.03518300000002,245.00039300000003,5073.7228829999995,17.080909,5.044521,10.477138,17.49803,16.920426000000003,8.924414,9.615461,15.048823,15.304981,21.704985,21.270366,25.699798,184.589852
2823,2009,7630,Congo (Brazzaville),181.915269,119.24414099999998,130.115366,168.321271,280.952127,88.963717,350.795367,183.955998,400.64309,356.513798,467.418291,376.127936,3104.966371,25.803917000000002,31.762549,17.483228,18.367435999999998,24.884063,21.479777,22.590533999999998,18.664794,25.965867000000003,13.952357999999998,23.855676000000003,32.119802,276.930001
2824,2010,7630,Congo (Brazzaville),293.478297,252.496265,456.278638,547.439771,380.942709,277.85143700000003,208.03583899999998,222.59215099999997,196.65313500000002,129.370191,95.844511,255.024967,3316.007911,17.349085000000002,15.140173,20.203595,20.091739999999998,24.707786,16.846259,24.396077,39.272187,23.847566,19.520713,19.115226999999997,13.937607,254.428015
2825,2011,7630,Congo (Brazzaville),186.70753,184.72648999999998,96.613984,172.067593,245.519626,151.448868,365.911758,320.36042599999996,188.860593,49.522196,270.044073,188.30361200000002,2420.086749,15.20075,14.908620999999998,15.339908,21.647816,29.398338,13.536885,20.668117000000002,14.978135,18.811801000000003,14.145498000000002,27.741933000000003,20.555011999999998,226.932814
2826,2012,7630,Congo (Brazzaville),267.598301,137.429711,27.235629,157.583031,253.428989,122.50343799999999,80.310604,118.809238,130.58266,46.52045,43.940689,102.532651,1488.475391,16.934066,19.682248,22.096004,16.57679,15.816904999999998,20.082995999999998,13.111403,21.843320000000002,17.649410999999997,16.913972,28.371652,28.142344,237.22111099999998
2827,2013,7630,Congo (Brazzaville),24.931519,149.23828400000002,62.122735999999996,29.402005,131.915505,115.590391,0.0,0.0,0.0,0.0,0.0,0.0,513.2004400000001,18.042347,18.740242000000002,20.382655,24.454598999999998,22.500878,19.211706,0.0,0.0,0.0,0.0,0.0,0.0,123.332427
2834,2007,7642,Guinea-Bissau,0.0,0.0,0.009017,0.0,0.0,0.0,0.020024,0.0,0.0,0.008569,0.0,0.0,0.037610000000000005,0.35625300000000004,0.1623,0.151143,0.006334,0.151897,0.138672,0.306981,0.5550970000000001,0.048112,3.173685,1.498373,0.066509,6.615355999999999
2835,2008,7642,Guinea-Bissau,0.14761,0.001056,0.0,0.0,0.0,0.007363,0.0,0.0,0.0,0.0,0.008,0.0,0.164029,0.198312,0.19651,0.019732,0.057165999999999995,0.273769,0.277466,0.010295,0.022883,0.180732,0.471049,0.120361,0.2485,2.076775
2836,2009,7642,Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009233,0.0,0.0,0.0,0.034072000000000005,0.043305,0.004034,0.072663,0.054974,0.143301,0.110507,0.153774,0.13603800000000002,0.10376300000000001,0.149662,0.104102,0.357748,0.120618,1.511184
2837,2010,7642,Guinea-Bissau,0.036539999999999996,0.023862,0.013186000000000002,0.004190999999999999,0.0,0.107676,0.18516400000000002,0.0,0.128486,0.001052,4e-06,0.384748,0.8849090000000001,0.270023,2.206238,0.09537799999999999,0.027389999999999998,0.025689,0.206525,0.088774,0.094657,0.178013,0.054525,0.016017,0.138351,3.4015800000000005
2838,2011,7642,Guinea-Bissau,7.000000000000001e-06,0.049435,0.019249000000000002,7.099999999999999e-05,2e-06,2.7000000000000002e-05,0.030605,0.160901,1.4000000000000001e-05,5.5e-05,0.000175,0.000828,0.261369,4.2245029999999995,0.07548400000000001,0.08756,0.19756700000000002,0.07962999999999999,0.31417399999999995,0.23007600000000003,0.053723,5.890944,0.39403,0.101878,0.189088,11.838657000000001
2839,2012,7642,Guinea-Bissau,0.001797,0.000978,0.010362999999999999,0.00021899999999999998,0.007631000000000001,0.000983,0.051352999999999996,0.002611,0.000479,0.0031309999999999997,0.00066,0.000413,0.080618,0.1202,0.20764899999999997,1.8785009999999998,0.5182859999999999,15.634025,0.22953800000000002,0.33687399999999995,0.814703,0.083565,0.130878,0.29491799999999996,0.846059,21.095195999999998
2840,2013,7642,Guinea-Bissau,0.000825,0.045939,0.000655,0.001118,0.003454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051990999999999996,0.192777,1.727729,2.172014,0.10963099999999999,0.172467,0.041425,0.0,0.0,0.0,0.0,0.0,0.0,4.416043
2847,2007,7643,Cape Verde,0.096549,0.0,0.362534,0.036712,0.111702,0.660975,0.314215,0.0,0.080319,0.008707,0.076185,0.406661,2.154559,0.31558800000000004,0.202495,0.331675,0.08036599999999999,0.376052,0.36678,0.403202,0.707484,1.6717799999999998,0.358888,0.190779,0.566475,5.5715639999999995
2848,2008,7643,Cape Verde,0.06978,0.075363,0.125307,0.010288,0.031587,0.000292,0.019796,0.007522,0.027094999999999998,0.022072,0.007423000000000001,0.0,0.396525,0.963701,0.682848,0.40225700000000003,2.382419,0.7560640000000001,0.170999,1.074778,0.232438,2.570667,0.744002,1.255543,1.011508,12.247224000000001
2849,2009,7643,Cape Verde,0.0064849999999999994,0.100768,0.126581,0.076862,0.020811,0.01365,0.008066,0.020099000000000002,0.010486,0.019459999999999998,0.402246,0.0,0.8055140000000001,0.264733,0.189937,0.260184,0.22550900000000001,0.23876,0.648696,1.503444,1.158877,0.36088400000000004,0.571471,0.462917,0.502016,6.387428
2850,2010,7643,Cape Verde,0.10702300000000001,0.181096,0.023157,0.006072999999999999,0.118029,0.229981,0.183352,0.085408,0.04326,0.094404,0.000735,0.345364,1.4178819999999999,1.405628,0.41553599999999996,0.2706,0.158243,0.436021,0.037521,0.206258,0.500788,2.459294,0.545385,1.533654,2.006901,9.975829
2851,2011,7643,Cape Verde,0.10923900000000002,0.004718,0.005101,0.06314,0.11445599999999999,0.089008,0.18998800000000002,0.27681300000000003,0.11399400000000001,0.258344,0.166114,0.076669,1.467584,1.6446189999999998,0.5639529999999999,1.092503,0.806557,0.9729389999999999,0.675619,0.697376,0.806083,1.6848580000000002,0.9761190000000001,0.9339930000000001,0.608051,11.46267
2852,2012,7643,Cape Verde,0.10516500000000001,2.710834,0.0036049999999999997,0.08758099999999999,0.016127000000000002,0.26001599999999997,0.156154,0.056804999999999994,0.011349,0.061257000000000006,0.480458,0.016669999999999997,3.966021,0.612193,0.723001,0.577902,0.541189,0.436604,0.7825,0.8375299999999999,0.730206,0.66105,0.45765500000000003,0.553247,0.852145,7.7652220000000005
2853,2013,7643,Cape Verde,0.008411,0.0,0.023341999999999998,0.15831099999999998,0.007044,1.297657,0.0,0.0,0.0,0.0,0.0,0.0,1.494765,0.37390300000000004,0.442133,3.129486,0.48953900000000006,0.559193,0.780108,0.0,0.0,0.0,0.0,0.0,0.0,5.774362
2860,2007,7644,Sao Tome and Principe,0.019379,0.0,0.05140599999999999,0.149035,0.016422,0.048257999999999995,0.00042800000000000005,0.065064,0.000576,0.034459,0.008038,0.0,0.393065,0.5612199999999999,0.670099,1.476858,0.336586,0.506108,0.422001,1.761973,0.263415,0.25300700000000004,0.222771,0.944585,0.996201,8.414824000000001
2861,2008,7644,Sao Tome and Principe,0.023693000000000002,0.016373,0.0,0.009370999999999999,0.032313999999999996,0.004443,0.0,0.002356,0.006072999999999999,0.005502,0.006558,0.040934,0.147617,0.26906599999999997,0.293425,0.478892,0.21055300000000002,0.34580500000000003,0.265052,0.564992,0.157096,0.051507000000000004,0.156674,0.389069,0.086813,3.268944
2862,2009,7644,Sao Tome and Principe,0.000363,0.002409,0.0,0.0,0.0047079999999999995,0.050852999999999995,0.087351,0.020806,0.014824,0.011279,0.004339,0.016646,0.21357800000000002,0.039514999999999995,0.10943800000000001,0.12904100000000002,0.119027,0.07854,0.109429,0.051175,3.160535,0.001117,0.026083999999999996,0.169915,0.024313,4.018129
2863,2010,7644,Sao Tome and Principe,0.005158,0.006326,0.0069099999999999995,1.4999999999999999e-05,0.163545,0.03313,0.000661,0.009942,0.024315,0.011992000000000001,0.037889,0.013713999999999999,0.31359699999999996,0.051082,0.019109,0.068948,0.07242,0.072045,0.16523,0.040954000000000004,0.26165,0.006714,0.041138,0.31001100000000004,0.249437,1.358738
2864,2011,7644,Sao Tome and Principe,0.0017219999999999998,0.017372,0.14115899999999998,0.258839,0.397439,0.007387,0.0,0.107993,0.013003,0.000908,0.001955,0.033847,0.9816239999999999,0.244498,0.017731,0.021938,0.181171,0.018179,1.061752,3.3045370000000003,0.234685,0.049318,0.9039450000000001,0.053649,0.032563,6.123966
2865,2012,7644,Sao Tome and Principe,0.017241,0.048050999999999996,0.027538,0.006249,0.275954,0.000173,0.025715,0.043528,0.026299,0.078334,0.00396,0.00044,0.5534819999999999,0.082775,0.0,0.08021,0.09893099999999999,0.11910699999999999,0.06821100000000001,0.038461,0.01873,0.257723,0.036704,0.038947,0.030435000000000004,0.8702340000000001
2866,2013,7644,Sao Tome and Principe,0.040136,0.001185,0.000227,0.015616,0.009865,0.018546,0.0,0.0,0.0,0.0,0.0,0.0,0.085575,0.0,0.18399300000000002,0.763613,0.143173,0.018417,0.009104000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.1183
2873,2007,7650,Liberia,7.554907000000001,9.842459,9.592719,8.862519,6.8105649999999995,12.597468,9.491699,9.324785,11.043917,9.744477999999999,8.569863,11.766024,115.201403,6.440174,5.891898,7.7615940000000005,6.683832000000001,5.150075,5.930344,6.455057,5.8036769999999995,9.234095,5.716651000000001,5.4564379999999995,5.245662,75.769497
2874,2008,7650,Liberia,15.249632,11.826835,0.372738,13.866078,14.562928,11.287536,13.254276,14.508297,13.910298000000001,15.252079,12.699993,6.670899,143.461589,5.863445,11.623489999999999,6.0676190000000005,10.774955,5.991964,11.94045,17.350365,15.264904999999999,14.645342999999999,22.852278,19.821501,14.491437,156.687752
2875,2009,7650,Liberia,10.569763,0.20258299999999999,9.627857,5.967647,3.516282,5.015715,7.163460000000001,5.25561,7.10982,7.386875999999999,6.883653,11.690971000000001,80.390237,9.175502,8.375395,15.482109,11.227949,5.6451400000000005,6.434922,6.896572999999999,6.316059,6.193345,7.169569,5.609382,6.219307,94.74525200000001
2876,2010,7650,Liberia,60.38222,9.280434,13.521466,0.341142,15.357051,12.397255,11.160143,12.785782000000001,4.133775,13.285347,0.5540189999999999,26.811771000000004,180.010405,8.295612,16.954477999999998,22.094114,7.3531960000000005,7.646178,13.205691,12.545169999999999,20.098228,15.425918,33.479865000000004,14.402269,19.851058,191.351777
2877,2011,7650,Liberia,2.196973,21.682837,0.963757,23.912113,6.304791000000001,18.280348999999998,24.774423000000002,1.350841,23.739749,1.205158,30.788359999999997,2.980896,158.180247,10.424759,8.914,17.719483,26.377239000000003,15.199557999999998,26.595740999999997,18.950357999999998,10.380636,14.955449,11.063176,12.704686,21.519382999999998,194.80446799999999
2878,2012,7650,Liberia,18.153727,1.335713,21.348385999999998,7.172581,0.075794,29.351038,1.02461,0.569067,24.304157999999997,0.674507,17.110722,22.893148999999998,144.013452,22.011363,14.37536,11.856895,21.28945,52.460694,27.019146000000003,13.541418,23.43145,10.179441,28.476221999999996,11.567947,9.253761,245.46314700000002
2879,2013,7650,Liberia,0.43910200000000005,0.895352,21.68773,0.462477,5.414813,19.310104,0.0,0.0,0.0,0.0,0.0,0.0,48.209578,27.65408,5.588841,9.095848,21.23164,11.855300999999999,17.508317,0.0,0.0,0.0,0.0,0.0,0.0,92.934027
2886,2007,7660,Congo (Kinshasa),2.6182,12.263556,36.112413000000004,35.056732000000004,12.446442999999999,14.305143,9.253423,4.769523,8.85268,18.244966,20.683182000000002,31.844469,206.45073,6.272486,1.540189,6.0804,1.539935,5.676088,5.723311,10.857642,15.631226000000002,10.107606,20.752962,12.47702,16.248248,112.907113
2887,2008,7660,Congo (Kinshasa),5.58143,15.869498000000002,19.030808,23.8399,34.251969,29.071029,111.756904,9.1127,4.075455000000001,11.03963,1.473897,1.08213,266.18535,8.578221000000001,6.156435,15.559301000000001,10.516907000000002,13.677427,9.339893,6.106335,9.676946000000001,10.869791000000001,18.795921,12.163472,8.878217999999999,130.31886699999998
2888,2009,7660,Congo (Kinshasa),1.304303,18.666786,29.097681,34.002340000000004,1.7641759999999997,0.9524040000000001,1.378876,40.937228000000005,0.567062,64.560437,69.176846,68.101322,330.509461,5.005715,6.136957,6.737830000000001,4.608618,7.565392999999999,5.465126000000001,8.238263,4.913933999999999,12.621103999999999,8.729039,4.853004,4.6120019999999995,79.486985
2889,2010,7660,Congo (Kinshasa),56.94939,50.000341,1.853425,118.0411,2.158102,35.102259000000004,73.35933100000001,4.672478,96.15516,78.962876,2.19775,8.18218,527.634392,5.025227,12.190496000000001,4.8584,4.990908,9.086446,7.000933,11.330556,6.072453,4.905883,10.061286,10.510339,7.234402,93.267329
2890,2011,7660,Congo (Kinshasa),1.543352,80.81353,45.033743,159.04398700000002,107.242049,2.501395,4.999724,0.269275,97.395578,1.422576,1.726403,103.57865,605.570262,7.059613000000001,8.927633,7.785485,6.857544,17.54834,15.532535999999999,13.853662,14.666135,15.625329,25.186606,11.475342999999999,21.407164,165.92539
